,x,x,R,R,H,H,mu,mu,syn_H,syn_H
694,1.1872225881389893,1.200763689726989,0.121737517797396,0.1349059387117648,0.0055781023975611,0.2879741337387471,0.0001252892576514385,0.00010867578977245838,3.0984939940641705e-06,0.00016232666920860698
704,1.1887748979664263,1.202107580794783,0.1218603703021429,0.1355430852911335,0.0056020186945524,0.2889120908383065,0.00013058063642599544,0.0001117945755658028,3.1231448655349934e-06,0.0001260945145270377
714,1.1903424742363828,1.2032502370067983,0.122190875545128,0.1359808328698876,0.0056240946120977,0.2897721323589716,0.00013169119844792004,9.496413770570596e-05,2.948235514181639e-06,0.00011352211274712345
724,1.1914798157619542,1.2043129864690432,0.1227194807815354,0.1364317376893349,0.0056464745400136,0.2904757187342034,9.545621424094289e-05,8.82452879098091e-05,2.77698387498755e-06,9.59917509536909e-05
734,1.1917141719496889,1.2052443612001658,0.1234113343303698,0.1367295296847438,0.0056677391699583,0.2910680889144583,1.966546956064912e-05,7.727683788498637e-05,2.2379217465944847e-06,8.172983954602293e-05
744,1.1910556141122683,1.205901469921964,0.1242011349545356,0.1370258069849101,0.0056911992858307,0.2914434779781356,-5.5291946876164136e-05,5.449107893040891e-05,2.0313340986662394e-06,5.341997592998842e-05
754,1.1891213099403886,1.2065678922485072,0.1253405640392516,0.1369762983324696,0.0057165077274009,0.2907694882703733,-0.00016266668133100347,5.5232890815736215e-05,1.6009588162006192e-06,-5.133893137804289e-05
764,1.1857405539575163,1.207163235446135,0.1261613284429698,0.1370119533485136,0.0057471720365538,0.2890073236581906,-0.00028511768207544743,4.931753885030723e-05,1.427810545738954e-06,-0.00016196333130573428
774,1.1811708866441992,1.2073437497574235,0.1268951223512083,0.1368400843321769,0.0057814919253349,0.2865222582047484,-0.00038687605366738117,1.4951360068313928e-05,1.195268097726651e-06,-0.00024422264789421256
784,1.1757981850218964,1.2068668496255424,0.1278231453213409,0.1367332861334975,0.0058225175469863,0.2837976968318199,-0.00045694079908813624,-3.951555484593383e-05,1.4420163445153568e-06,-0.000283670560747161
